Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
15,54,Bennington Heights Public School,76 Bennington Heights Drive,693,8,6,4,633,55,7,0,1,696,193,28%,0,0
15,55,Maurice Cody Community Centre,181 Cleveland Street,2375,44,51,10,2150,177,18,7,17,2369,736,31%,0,0
15,56,Hodgson MIddle Public School,282 Davisville Avenue,2426,35,39,9,2185,216,18,3,3,2425,741,31%,0,0
15,57,Manor Road United Church,240 Manor Road East,2201,46,42,2,2008,158,17,10,13,2206,709,32%,3,0
15,97,Mail in Voting,,,,,,,,,,,,1049,,3,0
15,98,Toronto Botanical Gardens,777 Lawrence Ave E,,57,55,33,,,,,,,2504,,2,1
15,99,Jenner Jean-Marie Community Centre,48 Thorncliffe Park Drive,,51,20,14,,,,,,,1381,,6,0
15 Total,,,,69302,1289,1473,282,62805,5551,404,179,179,69118,22522,33%,48,12
16,1,Rene Gordon Health & Wellness Academy,20 Karen Road,1131,17,19,5,958,138,11,8,15,1130,310,27%,0,0
16,2,Operating Engineers Local 793,2020 Don Mills Road,768,7,59,3,579,132,2,3,0,716,177,25%,1,0
16,3,George S. Henry Academy,200 Graydon Hall Drive,2139,19,25,5,1863,251,10,6,3,2133,292,14%,3,2
16,4,Donview Academy,20 Evermede Drive,2042,14,30,7,1687,308,13,19,0,2027,353,17%,4,0
16,6,Fenside Public School,131 Fenside Drive,1461,21,39,14,1124,291,8,21,0,1444,350,24%,2,1
16,7,Roywood Public School,11 Roywood Drive,1648,16,33,6,1284,313,13,17,5,1632,407,25%,0,0
16,9,Rayoak Place Retirement Residence,1340 York Mills Road,43,6,12,0,36,1,0,0,0,37,10,27%,0,0
16,11,Victoria Park Collegiate,15 Wallingford Road,2576,26,63,9,2012,492,15,20,0,2539,519,20%,6,0
16,12,Brookbanks Public Library,210 Brookbanks Drive,684,2,19,1,543,110,8,3,1,665,161,24%,0,0
16,13,Ranchdale Public School,60 Ranchdale Crescent,874,12,3,7,592,265,19,11,0,887,232,26%,0,0
16,14,Annunciation Catholic School,65 Avonwick Gate,2305,29,51,12,1770,490,12,13,0,2285,378,17%,1,0
16,16,Fountain View Care Community,1800 O'Connor Dr,92,6,1,0,81,16,0,0,0,97,11,11%,0,0
16,17,Harmony Hills Care Community,1800 O'Connor Dr,0,7,0,0,7,0,0,0,0,7,7,100%,0,0
16,18,Broadlands Community Centre,19 Castlegrove Blvd.,1633,13,22,5,1268,336,14,8,4,1630,371,23%,1,0
16,19,St. Catherine Catholic School,30 Roanoke Road,2047,18,29,11,1655,347,12,9,12,2035,461,23%,1,0
16,20,Cassandra Public School,45 Cassandra Blvd,2115,45,38,5,1798,292,11,22,0,2123,409,19%,0,0
16,21,Three Valleys Public School,76 Three Valleys Drive,1015,21,6,1,883,128,5,13,1,1030,315,31%,0,0
16,22,Don Mills Middle School,17 The Donway East,2236,33,44,23,1834,364,9,11,1,2219,486,22%,0,0
16,23,Norman Ingram Public School,50 Duncairn Road,3378,43,37,8,2935,417,22,13,3,3390,906,27%,0,0
16,25,Greenview Lodge Retirement Home,880 Lawrence Ave East,44,5,0,0,48,1,0,0,0,49,14,29%,0,0
16,26,Sanderling Place,20 Sanderling Place,1324,15,49,2,1126,157,6,5,0,1294,313,24%,0,1
16,28,Thompson House,1 Overland Drive,120,63,3,0,174,5,0,1,0,180,17,9%,0,0
16,29,Overland Learning Centre,55 Overland Drive,924,11,15,5,773,135,14,4,0,926,271,29%,0,0
16,30,Carrington Place,1105 Leslie St,533,13,17,1,475,51,2,1,0,529,214,40%,0,0
16,31,Greenland Public School,15 Greenland Road,2247,24,52,13,1832,352,23,10,0,2217,599,27%,0,0
16,32,Donway Place,8 The Donway East,390,28,8,2,388,20,2,0,0,410,109,27%,0,0
16,33,Victoria Village Public School,88 Sweeney Drive,1468,14,11,7,1217,233,13,8,1,1472,426,29%,0,0
16,34,Victoria Village Public Library,184 Sloane Avenue,1750,30,18,5,1479,253,22,6,0,1760,301,17%,0,0
16,35,Sloane Public School,110 Sloane Avenue,2890,44,53,18,2532,309,21,16,2,2880,801,28%,1,1
16,36,Emmanuel Lutheran Manor,1684 Victoria Park Avenue,783,6,15,2,686,85,2,1,1,775,145,19%,0,0
16,37,Golden Gate Apartments,1780 Eglinton Avenue East,728,11,8,5,630,96,2,4,0,732,128,17%,0,0
16,39,The Courtyards of Concorde,18 Concorde Place,347,16,7,4,310,44,1,0,0,355,173,49%,0,0
16,40,The Pioneer Place,16 Concorde Place,175,9,17,2,153,14,0,1,0,168,85,51%,0,0
16,41,Concorde Park,5 Concorde Place,1095,29,26,17,1020,68,6,4,1,1099,430,39%,0,0
16,42,Highgate,1 Concorde Place,456,11,7,4,431,26,2,1,0,460,250,54%,1,0
16,43,Wynford Place,75 Wynford Heights Crescent,218,8,2,0,194,25,3,1,1,224,129,58%,0,0
16,44,Wynford North,65 Wynford Heights Crescent,467,13,15,4,388,70,6,3,0,467,142,30%,0,0
16,45,Wynford Central,55 Wynford Heights Crescent,449,8,9,2,407,34,4,3,0,448,95,21%,0,0
16,46,Wynford South,45 Wynford Heights Cres.,452,10,16,2,396,43,4,3,0,446,133,30%,0,0
16,47,Wynford Tower,35 Wynford Heights Cres.,366,9,18,0,321,27,4,5,0,357,146,41%,0,2
16,48,The Rosewood,133 Wynford Drive,403,21,6,2,390,28,1,0,0,419,151,36%,0,0
16,49,Accolade,181 Wynford Dr,413,13,17,1,377,29,1,3,0,410,121,30%,0,0
16,50,Delmanor Wynford Retirement Living,187 Wynford Dr,63,30,14,2,72,7,0,0,0,79,60,76%,0,0
16,51,The Palisades,205 Wynford Drive,932,13,25,8,863,50,7,0,0,920,358,39%,3,0
16,52,Dennis R. Timbrell Resource Centre,29 St. Dennis Drive,1854,3,46,0,1538,249,12,3,10,1812,305,17%,0,0
16,53,Deauville Place,5 Deauville Lane,60,2,0,0,62,0,0,0,0,62,21,34%,0,0
16,54,Glenyan Manor,10 Deauville Lane,218,10,6,2,208,15,0,0,0,223,52,25%,2,3
16,55,10 Grenoble Drive,10 Grenoble Drive,404,6,8,0,361,39,1,1,0,402,54,13%,0,0
16,56,Sanardo,7 St. Dennis Drive,381,6,16,1,346,23,1,1,0,371,69,19%,0,0
16,57,Grenoble Public School,9 Grenoble Drive,2773,37,86,0,2395,303,21,7,1,2727,339,12%,0,1
16,58,Valley Park Middle School,130 Overlea Blvd.,919,8,15,4,766,140,3,2,0,911,166,18%,1,1
16,59,The Citadel,701 Don Mills Road,464,10,10,1,428,35,2,0,0,465,72,15%,0,0
16,60,Gateway Public School,55 Gateway Blvd,1636,48,18,8,1390,271,6,7,0,1674,465,28%,0,0
16,61,Linkwood Village Rec Centre,75 Pavane Linkway,1515,41,10,8,1379,154,14,3,0,1550,412,27%,0,0
16,62,Wynford Park Recreation Centre,15 Club Golfway,1764,21,27,19,1546,201,6,5,1,1759,444,25%,1,0
16,63,Sonic Condos,1185 Eglinton Ave E,316,26,1,2,334,5,1,0,0,340,65,19%,0,0
16,65,Sunrise Towers,1420 Victoria Park Avenue,312,22,18,2,299,17,0,0,0,316,140,44%,0,0
16,66,Victoria Towne Recreation Centre,22 Sunrise Avenue,681,7,17,2,553,116,1,1,0,671,242,36%,0,1
16,67,Latvian Canadian Cultural Centre,4 Credit Union Dr,1194,26,21,4,1013,172,7,3,3,1198,272,23%,0,8
16,97,Mail in Voting,,,,,,,,,,,,564,,1,0
16,98,Broadlands Community Centre,19 Castlegrove Blvd,,63,47,48,,,,,,,2290,,0,0
16,99,Dennis R. Timbrell Resource Centre,29 St Dennis Dr,,50,23,22,,,,,,,1047,,2,2
16 Total,,,,61715,1195,1327,353,52209,8593,405,310,66,61583,18785,31%,31,23
17,1,Gates of Bayview,4003 Bayview Avenue,1010,26,49,10,921,59,6,0,0,986,328,33%,0,0
17,2,Steelesview Public School,105 Bestview Drive,1361,8,6,3,1181,173,3,0,3,1360,312,23%,0,0
17,3,The Gibson Long Term Care Centre,1925 Steeles Ave East,88,12,0,0,96,4,0,0,0,100,13,13%,1,0
17,4,The Gibson Retirement Residence,1955 Steeles Avenue East,49,7,1,0,48,7,0,0,0,55,11,20%,0,0
17,5,A.Y. Jackson Secondary School,50 Francine Drive,835,10,2,0,804,34,1,1,0,840,165,20%,0,0
17,6,Cliffwood Public School,140 Cliffwood  Road,1648,7,3,9,1447,191,7,12,1,1658,360,22%,2,1
17,7,Cliffwood Manor,4000 Don Mills Road,413,4,3,0,401,16,0,0,0,417,91,22%,0,0
17,9,Arbor Glen Public School,55 Freshmeadow Drive,1685,16,14,3,1485,190,3,3,3,1684,391,23%,0,0
17,10,Highland Middle School,201 Cliffwood Road,829,8,9,1,693,118,14,2,0,827,167,20%,0,0
17,11,Hillmount Public School,245 McNicoll Avenue,1487,0,14,0,1328,124,4,9,6,1471,262,18%,0,0
17,12,Cresthaven Public School,46 Cresthaven Drive,1582,12,20,3,1407,151,2,7,8,1575,319,20%,0,0
17,13,Cummer Park Community Centre,6000 Leslie Street,1464,10,18,3,1280,153,6,10,1,1450,219,15%,0,0
17,14,Pineway Public School,110 Pineway Blvd,1168,13,2,2,1051,127,1,0,0,1179,240,20%,0,0
17,15,Extendicare Bayview Villa,550 Cummer Avenue,255,1,0,0,248,8,0,0,0,256,31,13%,2,1
17,16,Lester B. Pearson Elementary School,7 Snowcrest Avenue,2365,29,51,7,1986,331,10,7,8,2342,421,18%,0,0
17,17,Blessed Trinity Catholic School,3205 Bayview Avenue,1537,15,24,1,1267,250,2,6,2,1527,297,19%,0,0
17,19,All Saints Cultural Centre,3125 Bayview Avenue,1274,9,8,2,1125,132,9,6,0,1272,234,18%,0,0
17,20,Bayview Middle School,25 Bunty Lane,1757,17,68,1,1518,181,5,2,0,1706,361,21%,3,0
17,21,Ecole elementaire Paul-Demers,100 Ravel Road,655,2,3,1,580,68,2,4,0,654,121,19%,0,0
17,22,Crestview Public School,101 Seneca Hill Drive,1842,14,7,10,1490,339,14,10,0,1853,348,19%,0,7
17,25,Immanuel Baptist Church,1100 Finch Avenue East,1454,8,8,1,1227,212,7,1,4,1451,180,12%,0,0
17,26,Skymark Recreation Centre,1555 Finch Avenue East,790,10,8,0,735,52,1,4,0,792,312,39%,0,0
17,27,Seneca Hill Public School,625 Seneca Hill Drive,1197,9,5,2,1053,144,0,4,0,1201,249,21%,0,0
17,28,Seneca Towers,1700 Finch Ave. East,262,13,2,1,261,11,0,1,0,273,116,42%,2,0
17,29,Skymark Place Rec. Centre,55 Skymark Drive,683,7,8,1,640,36,1,5,0,682,275,40%,0,0
17,30,Classic-Excellence,85 Skymark Drive,585,8,3,0,552,38,0,0,0,590,258,44%,0,0
17,32,Cherokee Public School,390 Cherokee Blvd.,2064,16,10,1,1737,317,7,6,0,2067,386,19%,1,0
17,33,Ernest Public School,150 Cherokee Blvd.,1466,15,4,3,1262,207,5,5,0,1479,305,21%,2,2
17,35,Pleasant View Jr High School,175 Brian Drive,1706,19,6,5,1380,310,7,13,7,1717,309,18%,1,0
17,36,St. Kateri Tekakwitha Catholic School,70 Margaret Avenue,927,4,3,1,722,203,4,0,0,929,251,27%,0,0
17,37,Kingslake Public School,90 Kingslake Road,1929,21,8,1,1657,243,8,8,27,1943,276,14%,0,0
17,38,Oriole Community Centre,2975 Don Mills Road West,2844,39,17,6,2385,474,11,11,2,2883,264,9%,0,4
17,39,Don Valley Junior High School,3100 Don Mills Road,2567,11,14,7,2172,369,17,11,0,2569,416,16%,0,0
17,40,St. Matthias Catholic School,101 Van Horne Avenue,1357,15,8,2,1082,261,12,12,0,1367,220,16%,0,0
17,42,Lescon Public School,34 Lescon Road,690,23,2,7,554,134,8,11,8,715,155,22%,0,0
17,43,Dallington Public School,18 Dallington Drive,1273,20,9,2,1107,159,9,9,0,1284,279,22%,0,0
17,44,St. Timothy Catholic School,25 Rochelle Crescent,2057,28,17,7,1541,508,4,11,0,2064,302,15%,0,0
17,46,Muirhead Public School,25 Muirhead Road,2214,23,16,32,1864,333,8,16,0,2221,555,25%,0,0
17,49,Brian Public School,95 Brian Drive,930,6,4,4,748,168,9,5,2,932,240,26%,1,0
17,50,St. Gerald Catholic School,200 Old Sheppard Avenue,1519,15,8,2,1257,227,5,5,35,1529,297,19%,0,0
17,51,Atria,55 Ann O'Reilly Rd,512,10,5,2,500,17,0,0,0,517,79,15%,0,0
17,52,Heron's Hill Rec Centre,20 Herons Hill Way,921,5,6,0,876,34,5,1,4,920,122,13%,0,0
17,58,Parkway Forest Communty Centre,55 Forest Manor Road,3305,40,19,7,3032,271,9,8,7,3327,418,13%,0,0
17,59,Forest Manor Public School,25 Forest Manor Road,2133,42,15,6,1822,331,6,3,0,2162,453,21%,0,0
17,62,Shaughnessy Public School,30 Shaughnessy Blvd.,1183,16,7,3,972,214,2,6,1,1195,272,23%,0,0
17,63,St. Matthew The Apostle Church,80 George Henry Blvd.,708,6,3,0,585,100,5,6,15,711,198,28%,0,0
17,64,Aria 1 & 2,16 Bloorview Place,653,5,1,5,603,52,2,0,0,657,171,26%,0,0
17,65,Seniors Health Centre,2 Buchan Court,62,23,0,1,81,4,0,0,0,85,28,33%,0,0
17,66,The Waldorf,2 Rean Dr,571,8,13,2,509,54,2,1,0,566,137,24%,0,0
17,67,Discovery Towers,19 Singer Court,949,22,4,7,915,47,0,5,0,967,163,17%,0,0
17,69,Tango,121 McMahon Dr,284,2,2,2,274,9,2,0,0,285,46,16%,0,0
17,70,Elkhorn Public School,10 Elkhorn Drive,2282,24,81,8,1995,194,3,3,29,2224,463,21%,0,0
17,71,Bayview Village Place,644 Sheppard Avenue East,473,9,17,7,420,39,3,3,0,465,114,25%,0,0
17,72,ARC Condominiums,2885 Bayview Ave,397,0,10,0,362,24,1,0,0,387,74,19%,0,0
17,73,Church in Toronto,671 Sheppard Avenue East,3272,37,72,6,2989,223,11,7,3,3233,466,14%,0,0
17,74,Amica at Bayview Gardens,19 Rean Dr,67,34,10,0,78,12,0,0,1,91,58,65%,0,1
17,75,Amica at Bayview,15 Barberry Place,111,24,77,0,40,17,0,1,0,58,39,67%,0,0
17,76,The Chrysler Towers,1 Rean Drive,759,29,21,7,697,65,2,3,0,767,186,24%,0,0
17,97,Mail in Voting,,,,,,,,,,,,626,,0,0
17,98,Oriole Community Centre,2975 Don Mills Road West,,61,28,32,,,,,,,1702,,1,1
17,99,Cummer Park Community Centre,6000 Leslie Street,,65,82,25,,,,,,,2549,,0,1
17 Total,,,,70460,992,935,261,61042,8769,265,264,177,70517,18700,27%,16,18
18,2,485 Patricia Avenue,485 Patricia Avenue,275,10,4,0,279,1,1,0,0,281,101,36%,0,0
18,3,Cheltenham Care Community,5935 Bathurst Street,81,18,68,2,29,2,0,0,0,31,27,87%,0,0
18,4,Fisherville Junior High School,425 Patricia Avenue,2527,28,46,0,2041,431,8,11,18,2509,482,19%,2,0
18,5,Pleasant Public School,288 Pleasant Avenue,2907,24,49,4,2280,581,11,13,0,2885,493,17%,0,0
18,6,One Kenton Place,1 Kenton Drive,0,0,0,0,0,0,0,0,0,0,0,0%,0,0
18,8,Newtonbrook Secondary School,155 Hilda Avenue,2615,19,22,9,2124,470,1,7,7,2609,565,22%,0,0
18,9,Monseigneur De Charbonnel C.S.,110 Drewry Ave,2293,40,46,12,1831,432,6,4,11,2284,388,17%,1,0
18,12,Lillian Public School,1059 Lillian Street,2485,32,48,8,1930,528,6,1,13,2478,637,26%,4,0
18,13,Brebeuf College School,211 Steeles Ave East,1603,34,18,19,1277,335,10,2,0,1624,373,23%,0,0
18,14,Carefree Lodge,306 Finch Avenue East,38,0,1,1,35,3,0,0,0,38,13,34%,2,0
18,15,Cummer Valley Middle School,70 Maxome Avenue,1275,13,7,4,1081,185,6,4,3,1279,296,23%,0,0
18,16,Cummer Lodge,205 Cummer Avenue,166,9,0,0,162,8,0,0,5,175,33,19%,0,0
18,17,Willowdale Manor,175 Cummer Avenue,267,10,10,0,261,6,0,0,0,267,126,47%,0,0
18,18,Paramount,39 Pemberton Ave,288,9,10,1,271,16,1,0,0,288,83,29%,0,0
18,19,Park Palace,28 Pemberton Avenue,421,7,6,0,387,34,1,0,0,422,107,25%,0,0
18,20,Park Lane I,3 Pemberton Avenue,335,8,0,2,321,20,1,1,0,343,86,25%,0,0
18,21,Vogue Condominium,7 Bishop Avenue,497,2,6,2,444,47,2,0,0,493,132,27%,1,0
18,22,Avondale Secondary Alternative School,24 Silverview Dr,2313,31,56,8,2025,251,5,2,12,2295,357,16%,1,0
18,25,R.J. Lang Elementary and Middle School,227 Drewry Avenue,2171,24,50,5,1851,296,4,5,3,2159,302,14%,0,0
18,27,Yorkview Public School,130 Yorkview Drive,2429,22,52,8,1863,513,13,2,17,2408,408,17%,0,0
18,28,Edithvale Community Centre,131 Finch Avenue West,3088,28,67,8,2727,302,10,15,5,3059,429,14%,0,0
18,29,Churchill Public School,188 Churchill Avenue,1926,27,25,8,1629,291,15,1,0,1936,459,24%,0,0
18,30,St. Edward The Confessor Church,75 Churchill Avenue,2502,43,69,6,2241,218,10,2,7,2478,464,19%,0,0
18,31,Canterbury Place Retirement Residence,1 Canterbury Place,11,58,0,0,69,0,0,0,0,69,69,100%,0,0
18,35,Skyview-On-Yonge,5444 Yonge Street,407,10,7,8,382,26,2,0,0,410,195,48%,0,0
18,36,The Kempford,5430 Yonge Street,245,5,4,2,233,12,0,1,0,246,78,32%,0,0
18,37,Delmanor Northtown,5351 Yonge St,0,63,0,0,58,5,0,0,0,63,61,100%,0,2
18,38,Triomphe I and II,5 Northtown Way,729,8,15,1,668,44,2,5,4,723,169,23%,0,0
18,41,Sommerset Way,18 Sommerset Way,670,18,8,5,644,32,0,4,0,680,213,31%,3,0
18,43,Willowdale Baptist Church,15 Olive Avenue,2707,29,55,6,2495,158,9,9,11,2682,409,15%,0,0
18,45,The Galleria,77 Finch Avenue East,661,20,53,3,598,25,4,1,0,628,157,25%,0,0
18,46,McKee Public School,35 Church Avenue,2879,61,29,3,2659,226,15,9,5,2914,608,21%,0,0
18,48,Finch Public School,277 Finch Avenue East,2106,30,41,9,1842,242,7,11,0,2102,362,17%,0,0
18,49,Hollywood Public School,360 Hollywood Avenue,2100,17,19,8,1841,252,3,1,0,2097,409,20%,0,0
18,50,St. Elizabeth of Hungary Church,432 Sheppard Avenue East,2129,50,33,14,1894,216,9,16,15,2150,521,24%,0,0
18,51,Earl Haig Secondary School,100 Princess Avenue,2093,33,43,8,1951,128,4,0,3,2086,398,19%,0,1
18,52,Spring Garden Baptist Church,112 Spring Garden Avenue,1440,22,65,7,1291,94,2,9,2,1398,381,27%,0,0
18,54,Beecroft Manor,35 Park Home Avenue,293,6,6,0,279,12,0,1,2,294,87,30%,0,1
18,55,North York Civic Centre,5100 Yonge Street,2563,41,83,10,2355,157,4,6,7,2529,348,14%,0,0
18,56,Willowdale Lawn Bowling Club,150 Beecroft Road,1327,13,31,8,1105,173,7,4,20,1309,346,26%,0,0
18,57,Ultima at Broadway North Tower,4978 Yonge St,747,18,46,0,684,31,3,1,0,719,169,24%,0,0
18,59,Hollywood Plaza,18 Hollywood Avenue,486,13,15,3,448,31,0,3,1,483,128,27%,0,0
18,63,Atrium II,65 Spring Garden Avenue,385,7,6,0,365,18,3,0,0,386,199,52%,0,0
18,64,Cardinal Carter Academy For The Arts,36 Greenfield Avenue,1831,54,140,3,1611,121,6,6,5,1749,319,18%,0,0
18,65,Rodeo Walk,30 Greenfield Avenue,475,10,15,0,438,27,6,0,0,471,149,32%,0,1
18,68,The Atrium,33 Elmhurst Avenue,341,0,5,0,304,24,3,7,0,338,176,52%,1,0
18,69,Avondale Public School,171 Avondale Ave,2842,49,84,13,2502,269,18,18,4,2811,561,20%,1,0
18,76,Avonshire,100 Harrison Garden Blvd.,471,12,8,1,449,21,2,1,0,473,109,23%,0,0
18,79,Lansing United Church,49 Bogert Avenue,2081,36,42,3,1975,82,2,4,12,2075,222,11%,0,0
18,80,Skymark at Avondale,78 Harrison Garden Blvd,890,21,17,7,814,74,4,1,1,894,249,28%,0,0
18,81,Spectrum I,30 Harrison Garden Blvd,533,12,7,3,484,47,3,3,0,537,128,24%,0,0
18,83,Residences of Avondale,16 Harrison Garden Blvd,563,13,7,6,524,40,4,0,0,568,142,25%,0,0
18,84,St. Edward Catholic School,1 Botham Road,1159,21,8,2,933,222,10,7,6,1178,322,27%,0,0
18,85,Cameron Public School,211 Cameron Avenue,1748,24,30,14,1464,258,5,9,7,1743,404,23%,0,0
18,86,Lansing Residence,10 Senlac Road,55,13,35,0,31,1,0,1,0,33,23,70%,0,0
18,87,Prestige School,21 Eddfield Avenue,832,6,22,6,671,128,9,2,7,817,212,26%,0,0
18,97,Mail in Voting,,,,,,,,,,,,711,,0,0
18,98,North York Civic Centre,5100 Yonge St,,63,33,37,,,,,,,1431,,1,1
18,99,Edithvale Community Centre,131 Finch Ave West,,149,76,79,,,,,,,3612,,3,0
18 Total,,,,70301,1443,1748,376,61150,8166,257,210,213,69996,20438,29%,20,6
19,1,Presteign Heights Elementary School,2570 St. Clair Avenue East,2204,21,15,5,1963,214,24,3,5,2209,667,30%,0,0
19,2,St. Clair O'Connor Community,2701 St. Clair Ave East,146,13,8,5,144,6,0,0,0,150,68,45%,0,0
19,3,Canadian Macedonian Place,850 O'Connor Drive,124,6,8,2,117,5,0,0,0,122,60,52%,0,3
19,4,Gordon A. Brown Middle School,2800 St. Clair Avenue East,2599,24,60,8,2212,303,14,10,26,2565,613,24%,0,1
19,5,Centennial Apartments,5 Wakunda Place,186,4,4,0,181,4,1,0,0,186,50,27%,0,0
19,7,O'Connor Public School,1665 O'Connor Drive,1978,28,27,12,1737,220,12,3,8,1980,429,22%,0,0
19,8,Victoria Park Elementary School,145 Tiago Avenue,1172,16,9,5,997,172,2,6,1,1178,338,29%,0,0
19,9,Gower Park Place,10 Gower Street,1291,33,76,5,964,277,3,2,3,1249,261,21%,1,0
19,10,George Webster Elementary School,50 Chapman Avenue,2291,48,60,7,1907,360,7,5,0,2279,599,26%,1,0
19,11,Dawes Road Public Library,416 Dawes Road,1530,16,74,693,1229,218,10,10,7,1474,316,21%,1,0
19,12,65 and 75 Halsey Avenue,75 Halsey Avenue,337,9,47,0,252,35,6,5,0,298,81,27%,3,0
19,14,East York Acres,9 Haldon Avenue,913,25,12,4,768,156,4,0,0,928,252,27%,7,0
19,15,D.A. Morrison Middle School,271 Gledhill Avenue,2104,32,33,15,1791,249,41,18,5,2104,650,31%,0,0
19,17,Canadian Martyrs Catholic School,520 Plains Road,2227,36,34,10,1825,372,23,7,4,2231,539,24%,0,0
19,18,East York Collegiate Institute,650 Cosburn Avenue,2047,24,15,8,1728,291,18,13,6,2056,555,27%,3,0
19,20,Michael Garron Hospital ,825 Coxwell Ave G5 Garden Rm.,3,4,0,0,7,0,0,0,0,7,4,57%,0,0
19,21,Kimbourne Park United Church,200 Wolverleigh Blvd,2279,37,22,13,1760,449,29,22,33,2293,785,34%,4,0
19,22,Tobias House,695 Coxwell Avenue,60,19,6,13,55,16,1,0,1,73,33,45%,0,0
19,23,Danforth/Coxwell Library,1675 Danforth Ave,1348,26,17,10,1152,162,28,13,3,1358,507,37%,1,0
19,24,St. Brigid Catholic School,50 Woodmount Avenue,1987,57,28,24,1584,372,17,19,23,2015,703,35%,0,0
19,25,Danforth Mennonite Church,2174 Danforth Avenue,1202,31,13,17,1050,136,14,16,6,1222,462,38%,3,1
19,26,Terry Fox Recreation Centre,2 Gledhill Avenue,1416,37,34,6,1223,153,22,6,17,1421,445,31%,7,0
19,27,Hope United Church,2550 Danforth Avenue,870,22,20,2,750,105,13,7,3,878,257,29%,1,0
19,28,Secord Elementary School,101 Barrington Ave,2004,42,38,13,1785,211,3,11,1,2011,439,22%,1,6
19,30,Granada Apartments,90 Eastdale Avenue,315,14,10,1,301,20,0,0,0,321,69,21%,0,0
19,31,195 Barrington Avenue,195 Barrington Avenue,325,6,17,2,298,19,0,0,0,317,78,25%,0,0
19,32,Agnes Macphail Building,444 Lumsden Avenue,309,7,11,5,272,32,1,0,0,305,56,18%,0,0
19,34,True Davidson Acres,200 Dawes Road,87,0,0,0,76,9,1,1,0,87,33,38%,1,0
19,35,Massey Square - The Town Hall,5 Massey Square,3480,76,49,13,3216,278,4,5,3,3506,811,23%,0,0
19,36,Faith Presbyterian Community Church,140 Dawes Road,1564,24,25,4,1323,213,16,11,0,1563,317,20%,0,0
19,37,Secord Community Centre,91 Barrington Avenue,1928,45,44,6,1634,250,18,11,23,1936,405,21%,0,0
19,38,Main Square Community Centre,245 Main Street,2470,52,126,24,2129,228,16,9,17,2399,542,23%,0,0
19,39,Kinsmen Manor,2287 Gerrard Street East,603,12,14,4,481,106,4,6,0,597,182,30%,0,0
19,40,Adam Beck Community Centre,79 Lawlor Avenue,2047,48,24,5,1813,222,17,11,11,2074,692,33%,0,0
19,41,Kingston Road United Church,975 Kingston Road,1275,32,18,7,1124,154,6,3,7,1294,402,31%,0,0
19,42,Glen Stewart Acres,828 Kingston Road,139,2,5,0,130,5,0,1,0,136,55,40%,0,0
19,43,St. John Catholic School,780 Kingston Road,2255,44,61,11,1885,321,12,19,2,2239,619,28%,0,0
19,44,Kimberley Public School,50 Swanwick Ave,1991,64,78,12,1647,300,19,6,9,1981,563,28%,0,0
19,45,Main Street Terrace,77 Main Street,58,9,2,0,58,6,0,1,0,65,19,29%,1,0
19,46,Woodbine Acres,133 Merrill Avenue East,990,26,8,7,858,117,21,6,3,1005,392,39%,0,0
19,47,Grant African Methodist Church,2029 Gerrard Street East,2109,61,49,8,1887,192,21,15,8,2123,673,32%,0,1
19,48,The Cecilia Murphy Building,11 Coatsworth Crescent,900,22,33,7,783,84,17,6,0,890,327,37%,0,0
19,49,Ecole Georges-Etienne-Cartier,250 Gainsborough Road,997,23,20,3,914,46,14,24,3,1001,298,30%,0,0
19,50,Toronto Formosan Presb. Church,31 Eastwood Road,2070,40,32,3,1836,187,19,37,2,2081,599,29%,1,3
19,51,Fairmount Park Community Centre,1757 Gerrard St East,1927,38,21,7,1734,161,23,29,0,1947,709,36%,0,0
19,52,Toronto United Mennonite Church,1774 Queen Street East,2802,60,29,21,2480,284,34,39,2,2839,829,29%,0,2
19,54,Norway Jr. Public School,390 Kingston Road,2257,53,161,7,1924,180,13,24,7,2148,553,26%,1,0
19,55,Beaches Lions Centennial Apartments,50 Norway Avenue,985,29,14,3,857,130,5,6,1,999,274,27%,0,0
19,56,Kew Beach Jr Public School,101 Kippendavie Avenue,2507,63,68,8,2210,242,31,22,6,2511,643,26%,1,1
19,57,Beaches Library,2161 Queen Street East,958,29,11,4,878,86,2,9,4,979,253,26%,0,0
19,58,Beach United Church,140 Wineva Avenue,2151,67,90,4,1906,210,16,10,8,2150,554,26%,0,0
19,59,Beaches Recreation Centre,6 Williamson Road,1755,34,31,3,1550,171,22,17,4,1764,479,27%,1,0
19,62,Balmy Beach Community School,14 Pine Avenue,1637,62,32,3,1431,213,17,9,8,1678,491,29%,0,0
19,63,Church of St. Aidan,2423 Queen St E,2589,55,86,19,2255,270,19,14,2,2560,764,30%,4,2
19,97,Mail in Voting,,,,,,,,,,,,1131,,2,0
19,98,Beaches Recreation Centre,6 Williamson Road,,136,70,41,,,,,,,2739,,3,0
19,99,Secord Community Centre,91 Barrington Ave,,80,40,66,,,,,,,2651,,5,0
19 Total,,,,77798,1923,1939,1185,67071,9222,680,527,282,77782,28315,36%,53,20
20,1,Clairlea Public School,25 Rosalind Crescent,1173,21,11,22,962,208,1,7,3,1181,345,29%,1,0
